academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
,,1200.0,,,,,"Avenida Brasília, 66 - Aeroporto, Boa Vista - RR",,2640040254,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aeroporto-boa-vista-rr-1200m2-id-2640040254/,,550000.0,
,,360.0,,,,,"Rua Canopus - Cidade Satelite, Boa Vista - RR",,2645315022,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cidade-satelite-boa-vista-rr-360m2-id-2645315022/,,130000.0,
,,10.0,,,,,"Rua Lindolfo Bernardo Coutinho - Tancredo Neves, Boa Vista - RR",,2648979071,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-tancredo-neves-boa-vista-rr-10m2-id-2648979071/,,150000.0,
,,1498.0,,,,,"Rua Sargento Azevedo, 158 - Aeroporto, Boa Vista - RR",,2653012853,950.0,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-com-infraestrutura-internet-aeroporto-boa-vista-rr-1498m2-id-2653012853/,,750000.0,
,,230.0,,,,,"Alameda 20, SN - Cauamé, Boa Vista - RR",,2646671398,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cauame-boa-vista-rr-230m2-id-2646671398/,,230000.0,
,,10.0,,,,,"Rua das Hortas, 14 - Doutor Silvio Botelho, Boa Vista - RR",,2645334075,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-doutor-silvio-botelho-boa-vista-rr-10m2-id-2645334075/,,110000.0,
,,1600.0,,1.0,,,"Rua Turmalina, 461 - Jóquei Clube, Boa Vista - RR",,2652150954,,,,,,1.0,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-1-quarto-joquei-clube-boa-vista-rr-1600m2-id-2652150954/,,150000.0,
,,25000000.0,,,,,"Rua Guararapes, 1569 - Aeroporto, Boa Vista - RR",,2648804806,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-aeroporto-boa-vista-rr-25000000m2-id-2648804806/,,14000000.0,
,,300.0,,,,,"Rua Dona Marina Carneiro - Cinturao Verde, Boa Vista - RR",,2653398638,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-cinturao-verde-boa-vista-rr-300m2-id-2653398638/,,200000.0,
,,10.0,,,,,"Rua Monte Sinai - Raiar do Sol, Boa Vista - RR",,2649353168,,,,,,,,,,terrenos_lotes_e_condominios,https://www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-raiar-do-sol-boa-vista-rr-10m2-id-2649353168/,,155000.0,
