academia,andar,area,area_servico,banheiro,condominio,elevador,endereco,espaco_gourmet,foto_imovel,id,iptu,piscina,playground,portaria_24_horas,quadra_de_esporte,quarto,salao_de_festa,sauna,spa,tipo,url,vaga,valor,varanda_gourmet
0,3.0,97.0,0,2.0,1200.0,1.0,"Rua Aviador Severiano Lins, 394 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a9a2112575c773cd828a12d658448b71/apartamento-com-3-quartos-a-venda-97m-no-boa-viagem-recife.jpg,2649017578,3310.0,0,1.0,1.0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-boa-viagem-recife-pe-97m2-id-2649017578/,2.0,550000.0,0
1.0,,136.0,1.0,1.0,,1.0,"Rua Luiz de Faria Barbosa - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/3fcf111b17baac69f74d08744cd6ca5a/apartamento-com-4-quartos-a-venda-136m-no-boa-viagem-recife.jpg,2613422751,,1.0,1.0,0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-136m2-id-2613422751/,2.0,1200000.0,0
0,,129.0,1.0,3.0,1200.0,1.0,"Avenida Parnamirim - Parnamirim, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/85d5fcb038fb10b12576818223191f15/apartamento-com-3-quartos-a-venda-129m-no-parnamirim-recife.jpg,2520995682,3800.0,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-parnamirim-recife-pe-129m2-id-2520995682/,2.0,750000.0,0
0,,390.0,0,4.0,,0,"Rua Setúbal, 55 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b36531bf913a73d15826cb2231db7073/cobertura-com-4-quartos-a-venda-390m-no-boa-viagem-recife.jpg,2657300237,,1.0,0,1.0,0,4.0,1.0,0,0,coberturas,https://www.zapimoveis.com.br/imovel/venda-cobertura-4-quartos-com-piscina-boa-viagem-recife-pe-390m2-id-2657300237/,3.0,2300000.0,0
,,55.0,,1.0,,,"Rua Ester Foigel, 72 - Iputinga, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c04b714c6ba56ca54500f41d69ef4b46/apartamento-com-2-quartos-a-venda-55m-no-iputinga-recife.jpg,2659434610,,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-iputinga-recife-pe-55m2-id-2659434610/,1.0,379000.0,
1.0,,60.0,0,1.0,2.0,1.0,"Avenida Liberdade, 54 - Jardim São Paulo, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/67fc504a41260095d2e4fa097a52f649/apartamento-com-3-quartos-a-venda-60m-no-jardim-sao-paulo-recife.jpg,2628519022,2.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-sao-paulo-recife-pe-60m2-id-2628519022/,1.0,345549.0,0
1.0,2.0,86.0,1.0,3.0,600.0,1.0,"Rua Ceará - Encruzilhada, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/4ac36b500633c5b86258878e5f52b211/apartamento-com-3-quartos-a-venda-86m-no-encruzilhada-recife.jpg,2639484649,275.0,1.0,0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-encruzilhada-recife-pe-86m2-id-2639484649/,2.0,650000.0,1.0
1.0,,59.0,0,2.0,1.0,1.0,"Estrada das Ubáias, 170 - Casa Amarela, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0e07c1c016a521ca04a785ece75b3c38/apartamento-com-3-quartos-a-venda-59m-no-casa-amarela-recife.jpg,2594626381,1.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-amarela-recife-pe-59m2-id-2594626381/,1.0,530000.0,0
0,10.0,49.0,1.0,2.0,715.0,1.0,"Rua Padre Bernardino Pessoa, 303 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/b404f44f3405f4ca8725fc226019a0d6/apartamento-com-2-quartos-a-venda-49m-no-boa-viagem-recife.jpg,2648930565,174.0,1.0,0,0,0,2.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-49m2-id-2648930565/,1.0,350000.0,0
1.0,,70.0,0,2.0,,1.0,"Rua Larga do Feitosa, 649 - Encruzilhada, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/67054de51c89479cd165fb43e71df3b3/apartamento-com-3-quartos-a-venda-70m-no-encruzilhada-recife.jpg,2658409830,,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-encruzilhada-recife-pe-70m2-id-2658409830/,2.0,600000.0,1.0
0,,45.0,0,1.0,1.0,1.0,"Rua Dom Bosco, 1229 - Boa Vista, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5ddf373f268fc47fb48ba9446824d4a9/apartamento-com-1-quarto-a-venda-45m-no-boa-vista-recife.jpg,2668843021,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-boa-vista-recife-pe-45m2-id-2668843021/,1.0,378000.0,0
1.0,,500.0,1.0,5.0,,0,"Avenida Boa Viagem, 10 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/f66c04fc9a8c178593adca138f9b038d/apartamento-com-4-quartos-a-venda-500m-no-boa-viagem-recife.jpg,2659704857,,1.0,0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-500m2-id-2659704857/,6.0,6000000.0,0
1.0,,124.0,0,3.0,,0,"Rua Félix de Brito Melo, 67 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/a641562ee0ea72cd465eb499868ffd58/apartamento-com-4-quartos-a-venda-124m-no-boa-viagem-recife.jpg,2668257063,,1.0,0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-124m2-id-2668257063/,3.0,1400000.0,0
0,,58.0,0,1.0,1.0,1.0,"Rua Padre Carapuceiro, 1 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/361723fe72c0aa2ea16e9f8e5f0a61c3/apartamento-com-1-quarto-a-venda-58m-no-boa-viagem-recife.jpg,2666902230,1.0,0,0,1.0,0,1.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-area-de-lazer-boa-viagem-recife-pe-58m2-id-2666902230/,1.0,690079.0,0
0,2.0,26.0,0,1.0,400.0,0,"Rua Salvador de Sá - Rosarinho, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5180681e33af4207fc91a2094a786100/apartamento-com-1-quarto-a-venda-26m-no-rosarinho-recife.jpg,2626190117,300.0,1.0,0,0,0,1.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-rosarinho-recife-pe-26m2-id-2626190117/,1.0,209000.0,0
1.0,,150.0,0,5.0,1700.0,1.0,"Rua de Apipucos, 261 - Monteiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/8e5492b34951e9583b9d723f261efdf4/apartamento-com-4-quartos-a-venda-150m-no-monteiro-recife.jpg,2651460387,7000.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-monteiro-recife-pe-150m2-id-2651460387/,2.0,1150000.0,0
1.0,,51.0,0,1.0,,1.0,"Rua dos Navegantes, 993 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/44e86cdd9021466528f874af660c9084/apartamento-com-2-quartos-a-venda-51m-no-boa-viagem-recife.jpg,2634694908,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-boa-viagem-recife-pe-51m2-id-2634694908/,1.0,529500.0,1.0
,7.0,105.0,,3.0,1170.0,,"Rua Coronel Anízio Rodrigues Coelho, 254 - Boa Viagem, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/586c355d22c9edd6bf3a52b2fc960eb2/apartamento-com-3-quartos-a-venda-105m-no-boa-viagem-recife.jpg,2670356013,3140.0,,,,,3.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-105m2-id-2670356013/,2.0,570000.0,
1.0,3.0,53.0,0,2.0,,1.0,"Rua Manoel de Abreu, 210 - Imbiribeira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/684ec8b2462c3ad1dd73c45bc25c3894/apartamento-com-2-quartos-a-venda-53m-no-imbiribeira-recife.jpg,2661789869,,1.0,1.0,1.0,1.0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-imbiribeira-recife-pe-53m2-id-2661789869/,1.0,351000.0,0
1.0,,50.0,0,1.0,,1.0,"Rua Conselheiro Theodoro, 1 - Torre, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/89d0f85862d7dfbea4781c5e15e7b17e/apartamento-com-2-quartos-a-venda-50m-no-torre-recife.jpg,2609962575,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-torre-recife-pe-50m2-id-2609962575/,1.0,350000.0,1.0
0,14.0,202.0,0,2.0,1500.0,1.0,"Rua Setúbal, 1204 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/51eaae8032011231a37c1a59a000f560/apartamento-com-4-quartos-a-venda-202m-no-boa-viagem-recife.jpg,2652357592,6000.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-202m2-id-2652357592/,2.0,970000.0,0
1.0,26.0,217.0,1.0,5.0,1300.0,1.0,"Avenida Conselheiro Rosa e Silva, 707 - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/075b683d3e4a71516669e0ceba42e0e2/apartamento-com-4-quartos-a-venda-217m-no-espinheiro-recife.jpg,2656480488,6000.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-espinheiro-recife-pe-217m2-id-2656480488/,3.0,1649500.0,0
1.0,,191.0,0,5.0,1400.0,1.0,"Rua Neto Campelo, 70 - Torre, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7a8cbefb08770e0debc3aa1bad31fe48/apartamento-com-4-quartos-a-venda-191m-no-torre-recife.jpg,2665905498,900.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-torre-recife-pe-191m2-id-2665905498/,3.0,1950000.0,1.0
1.0,,80.0,1.0,3.0,750.0,1.0,"Rua Quarenta e Oito, 213 - Espinheiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/737183453fc4ff0a1fe200fa454de73e/apartamento-com-3-quartos-a-venda-80m-no-espinheiro-recife.jpg,2629108656,1400.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-espinheiro-recife-pe-80m2-id-2629108656/,2.0,645000.0,0
0,,260.0,0,4.0,,0,"Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/18f24dedf128664ab949027304ee4e18/apartamento-com-4-quartos-a-venda-260m-no-boa-viagem-recife.jpg,2663392566,,0,0,0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-salao-de-festas-boa-viagem-recife-pe-260m2-id-2663392566/,4.0,3350000.0,0
1.0,,58.0,0,1.0,1.0,1.0,"Rua Amaro Albino Pimentel, 101 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/47cfe5502e5e6767c0d3765c4bc6cea3/apartamento-com-2-quartos-a-venda-58m-no-boa-viagem-recife.jpg,2597577110,1.0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-58m2-id-2597577110/,1.0,573258.0,0
1.0,26.0,79.0,0,2.0,883.0,1.0,"Rua Manoel Bernardes - Madalena, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/be87353a2949d3edeb95ec1426a2c5ea/apartamento-com-3-quartos-a-venda-79m-no-madalena-recife.jpg,2635872417,3140.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-madalena-recife-pe-79m2-id-2635872417/,2.0,620000.0,0
0,9.0,320.0,1.0,6.0,2100.0,1.0,"Rua Dezenove de Abril - Monteiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/95661bd8ece5014d273454f44d457807/apartamento-com-4-quartos-a-venda-320m-no-monteiro-recife.jpg,2658101358,,1.0,0,0,1.0,4.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-monteiro-recife-pe-320m2-id-2658101358/,3.0,1350000.0,0
0,,79.0,1.0,3.0,1.0,1.0,"Rua Desembargador Motta Júnior, 54 - Casa Amarela, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/116c1e7b929489d80de92475a0feb434/apartamento-com-3-quartos-a-venda-79m-no-casa-amarela-recife.jpg,2671159210,1.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-casa-amarela-recife-pe-79m2-id-2671159210/,2.0,525000.0,0
1.0,,100.0,0,2.0,980.0,1.0,"Rua Alfredo Osório, 10 - Tamarineira, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/34644bb0393b0dabed9568d2bfab350a/apartamento-com-3-quartos-a-venda-100m-no-tamarineira-recife.jpg,2632442295,330.0,1.0,0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-tamarineira-recife-pe-100m2-id-2632442295/,2.0,600000.0,0
0,,176.0,0,4.0,1350.0,0,"Estrada do Arraial, 2823 - Parnamirim, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/1b545cbb43418e5f9edb58852dce9f2d/apartamento-com-4-quartos-a-venda-176m-no-parnamirim-recife.jpg,2642326701,3800.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-parnamirim-recife-pe-176m2-id-2642326701/,2.0,780000.0,0
0,,105.0,0,2.0,,0,"Rua Doutor José Maria, 4 - Encruzilhada, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/c7a5cf846332d50bb782e7baccb7d9ad/apartamento-com-3-quartos-a-venda-105m-no-encruzilhada-recife.jpg,2669743695,,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-encruzilhada-recife-pe-105m2-id-2669743695/,2.0,660000.0,0
1.0,,60.0,0,2.0,,1.0,"Rua Gomes Coutinho, 450 - Tamarineira, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/305e0aa37accfcd03f3555052793f8ca/apartamento-com-3-quartos-a-venda-60m-no-tamarineira-recife.jpg,2658942760,,1.0,1.0,1.0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-tamarineira-recife-pe-60m2-id-2658942760/,1.0,410000.0,0
1.0,2.0,125.0,0,1.0,,1.0,"Rua Desembargador Martins Pereira, 250 - Graças, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/56f84f9ff8b1bab4018ee135a680dce2/apartamento-com-4-quartos-a-venda-125m-no-gracas-recife.jpg,2669067414,,1.0,1.0,0,1.0,4.0,1.0,0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-gracas-recife-pe-125m2-id-2669067414/,2.0,1043504.0,1.0
0,,215.0,0,5.0,2400.0,1.0,"Avenida Dezessete de Agosto, 2245 - Monteiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/009afdb08c92073142e46c1189af5acf/apartamento-com-4-quartos-a-venda-215m-no-monteiro-recife.jpg,2624491234,10000.0,1.0,0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-monteiro-recife-pe-215m2-id-2624491234/,4.0,1295000.0,0
1.0,5.0,85.0,0,4.0,1.0,1.0,"Avenida Santos Dumont, 359 - Graças, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7e4d418f9a32a4ce4439671cec187efe/apartamento-com-3-quartos-a-venda-85m-no-gracas-recife.jpg,2644961078,1.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-gracas-recife-pe-85m2-id-2644961078/,2.0,799900.0,0
0,14.0,202.0,0,2.0,1500.0,1.0,"Rua Setúbal, 1204 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/51eaae8032011231a37c1a59a000f560/apartamento-com-4-quartos-a-venda-202m-no-boa-viagem-recife.jpg,2652357592,6000.0,1.0,1.0,1.0,0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-202m2-id-2652357592/,2.0,970000.0,0
1.0,26.0,217.0,1.0,5.0,1300.0,1.0,"Avenida Conselheiro Rosa e Silva, 707 - Espinheiro, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/075b683d3e4a71516669e0ceba42e0e2/apartamento-com-4-quartos-a-venda-217m-no-espinheiro-recife.jpg,2656480488,6000.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-espinheiro-recife-pe-217m2-id-2656480488/,3.0,1649500.0,0
1.0,,191.0,0,5.0,1400.0,1.0,"Rua Neto Campelo, 70 - Torre, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/7a8cbefb08770e0debc3aa1bad31fe48/apartamento-com-4-quartos-a-venda-191m-no-torre-recife.jpg,2665905498,900.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-torre-recife-pe-191m2-id-2665905498/,3.0,1950000.0,1.0
1.0,,80.0,1.0,3.0,750.0,1.0,"Rua Quarenta e Oito, 213 - Espinheiro, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/737183453fc4ff0a1fe200fa454de73e/apartamento-com-3-quartos-a-venda-80m-no-espinheiro-recife.jpg,2629108656,1400.0,1.0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-espinheiro-recife-pe-80m2-id-2629108656/,2.0,645000.0,0
0,3.0,111.0,1.0,2.0,1250.0,1.0,"Rua Bruno Veloso, 403 - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/400083ca4a30a6559485732aa64c23af/apartamento-com-3-quartos-a-venda-111m-no-boa-viagem-recife.jpg,2632929168,185.0,0,1.0,1.0,0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-boa-viagem-recife-pe-111m2-id-2632929168/,1.0,380000.0,0
0,2.0,26.0,1.0,1.0,312.0,1.0,"Avenida Pinheiros - Imbiribeira, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/278960859a2844e39996fcfb8e004612/apartamento-com-1-quarto-a-venda-26m-no-imbiribeira-recife.jpg,2646698598,50.0,0,0,1.0,0,1.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-imbiribeira-recife-pe-26m2-id-2646698598/,1.0,220000.0,0
,1.0,60.0,,2.0,900.0,,"Rua Franklin Távora, 281 - Campo Grande, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/42654030fcb1f0f9a6231083e3e1b5e9/apartamento-com-2-quartos-a-venda-60m-no-campo-grande-recife.jpg,2649874283,88.0,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-campo-grande-recife-pe-60m2-id-2649874283/,1.0,250000.0,
0,,165.0,1.0,6.0,950.0,1.0,"Rua Dezenove de Abril, 23 - Apipucos, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/38fd7d678a963a8c7057b9e3d3dfccec/apartamento-com-4-quartos-a-venda-165m-no-apipucos-recife.jpg,2628464045,,1.0,1.0,0,1.0,4.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-apipucos-recife-pe-165m2-id-2628464045/,3.0,1450000.0,1.0
1.0,,58.0,0,1.0,1.0,1.0,"Rua Amaro Albino Pimentel, 101 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/47cfe5502e5e6767c0d3765c4bc6cea3/apartamento-com-2-quartos-a-venda-58m-no-boa-viagem-recife.jpg,2597577110,1.0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-58m2-id-2597577110/,1.0,573258.0,0
1.0,26.0,79.0,0,2.0,883.0,1.0,"Rua Manoel Bernardes - Madalena, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/be87353a2949d3edeb95ec1426a2c5ea/apartamento-com-3-quartos-a-venda-79m-no-madalena-recife.jpg,2635872417,3140.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-madalena-recife-pe-79m2-id-2635872417/,2.0,620000.0,0
,4.0,59.0,,1.0,,,"Rua do Progresso, 246 - Soledade, Recife - PE",,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5cd5eb3f9fc30aa751a83f0904e223a4/apartamento-com-2-quartos-a-venda-59m-no-soledade-recife.jpg,2491267315,,,,,,2.0,,,,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-soledade-recife-pe-59m2-id-2491267315/,,490000.0,
1.0,,236.0,1.0,1.0,2228.0,1.0,"Avenida Boa Viagem - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/ca0c48420aad600e7de489a9e833f59a/apartamento-com-4-quartos-a-venda-236m-no-boa-viagem-recife.jpg,2650391417,1038.0,1.0,1.0,0,1.0,4.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-recife-pe-236m2-id-2650391417/,4.0,4200000.0,0
0,,82.0,1.0,1.0,730.0,1.0,"Rua Dona Uzinha Nunes - Boa Viagem, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/0ace672b4b665757ce577bb0aa4f44cc/apartamento-com-3-quartos-a-venda-82m-no-boa-viagem-recife.jpg,2658065807,138.0,1.0,1.0,0,1.0,3.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-82m2-id-2658065807/,2.0,499000.0,0
1.0,,65.0,1.0,2.0,,1.0,"Rua Visconde de Jequitinhonha, 590 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/e6e201fc5e6b54fa0a1053c094714200/apartamento-com-3-quartos-a-venda-65m-no-boa-viagem-recife.jpg,2473992279,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-boa-viagem-recife-pe-65m2-id-2473992279/,2.0,640000.0,1.0
0,,72.0,1.0,2.0,700.0,0,"Rua Conselheiro Nabuco, 246 - Casa Amarela, Recife - PE",0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5acae90e469e78486244d0fa14960e66/apartamento-com-3-quartos-a-venda-72m-no-casa-amarela-recife.jpg,2656456835,,0,0,0,0,3.0,0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-casa-amarela-recife-pe-72m2-id-2656456835/,1.0,350000.0,0
1.0,10.0,57.0,0,2.0,100.0,1.0,"Rua Félix de Brito Melo, 554 - Boa Viagem, Recife - PE",1.0,https://resizedimgs.zapimoveis.com.br/fit-in/400x180/named.images.sp/5d44af6ff4f6ccf66eef26090c294220/apartamento-com-2-quartos-a-venda-57m-no-boa-viagem-recife.jpg,2644835288,100.0,1.0,1.0,0,0,2.0,1.0,0,0,apartamentos,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-boa-viagem-recife-pe-57m2-id-2644835288/,1.0,570000.0,1.0
