"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
0,1,43,0,1,NA,0,0,2583953060,NA,1,1,0,1,2,1,0,0,1,159000,0,"Rua Rainha do Mar, s/n - Planalto, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-planalto-natal-rn-43m2-id-2583953060/",-5.845684219641,-35.251586625784
1,NA,75,0,2,500,1,1,2655700643,3440,1,1,1,1,3,1,0,0,2,429900,0,"Rua Jornalista Francisco Sinedino, 535 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-lagoa-nova-natal-rn-75m2-id-2655700643/",-5.819448478291,-35.217465013159
0,NA,51,0,1,600,1,0,2606329459,1110,0,0,0,0,1,0,0,0,1,190000,0,"Rua Contador Manoel Raimundo de Aguiar, 1865 - Lagoa Nova, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-lagoa-nova-natal-rn-51m2-id-2606329459/",-5.813439980062,-35.209780035172
1,7,75,1,2,NA,1,1,2508485179,NA,1,1,0,0,2,1,0,0,1,569190,1,"Rua Jornalista Alexis Gurgel, 3509 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-capim-macio-natal-rn-75m2-id-2508485179/",-5.853611667228,-35.203455617692
1,NA,46,0,2,342,1,1,2656648946,NA,1,1,1,1,2,1,1,0,1,349990,1,"Rua das Algas - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-ponta-negra-natal-rn-46m2-id-2656648946/",-5.880965024785,-35.178565065447
1,NA,117,0,1,NA,1,0,2637849625,NA,1,1,1,1,3,1,0,0,2,595000,0,"Neópolis, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-neopolis-natal-rn-117m2-id-2637849625/",-5.86759,-35.202
1,3,50,0,1,200,0,0,2556387555,700,1,1,0,1,2,1,0,0,1,130000,0,"Alameda Santa Quitéria - Planalto, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-planalto-natal-rn-50m2-id-2556387555/",-5.858789994781,-35.257335014295
1,NA,116,0,4,653,1,1,81203284,1200,1,1,0,1,3,1,0,0,2,560000,0,"Rua Tenente Olavo Francisco dos Santos, 100 - Ponta Negra, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-ponta-negra-natal-rn-116m2-id-81203284/",-5.881060020011,-35.183829998217
NA,NA,120,NA,2,300,NA,NA,2607023414,1200,NA,NA,NA,NA,3,NA,NA,NA,2,360000,NA,"Rua Senador José Ferreira de Souza, 1937 - Candelária, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-candelaria-natal-rn-120m2-id-2607023414/",-5.836949923675,-35.212620924235
NA,NA,58,NA,2,NA,NA,NA,2655670441,NA,NA,NA,NA,NA,2,NA,NA,NA,1,382000,NA,"Rua Humberto Monte, 1888 - Capim Macio, Natal - RN","apartamentos","https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-capim-macio-natal-rn-58m2-id-2655670441/",-5.865593285856,-35.192585538122
