"academia","andar","area","area_servico","banheiro","condominio","elevador","espaco_gourmet","id","iptu","piscina","playground","portaria_24_horas","quadra_de_esporte","quarto","salao_de_festa","sauna","spa","vaga","valor","varanda_gourmet","endereco","tipo","url","latitude","longitude"
NA,NA,300,NA,2,NA,NA,NA,2573695845,NA,NA,NA,NA,NA,2,NA,NA,NA,6,550000,NA,"Travessa Albino Pena Alves, 1 - Jardim Marco Zero, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-jardim-marco-zero-macapa-ap-300m2-id-2573695845/",0.002679987812,-51.100900010718
1,NA,203,0,4,NA,0,0,2556635868,NA,0,0,0,0,3,0,0,0,2,1050000,1,"Cabralzinho, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-cabralzinho-macapa-ap-203m2-id-2556635868/",0.02931,-51.1139
0,NA,192,0,1,NA,0,0,2547555015,NA,1,0,0,0,3,0,0,0,NA,350000,0,"Renascer, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-renascer-macapa-ap-192m2-id-2547555015/",0.00414878699,-51.062637467
NA,NA,140,NA,2,NA,NA,NA,2617695300,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,120000,NA,"Rua São Francisco de Assis, 10 - Marabaixo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-marabaixo-macapa-ap-140m2-id-2617695300/",0.025796134154,-51.175161001244
0,NA,110,0,1,NA,0,0,2618772231,NA,0,0,0,0,2,0,0,0,2,350000,1,"Avenida Vinte e Oito de Julho, 1330 - Cabralzinho, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-cabralzinho-macapa-ap-110m2-id-2618772231/",0.011932487229,-51.081888392523
0,NA,160,1,1,NA,0,0,2618766823,NA,0,0,0,0,1,0,0,0,1,180000,0,"Avenida José Borges dos Santos, 74 - Fazendinha, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-com-cozinha-fazendinha-macapa-ap-160m2-id-2618766823/",-0.007477224469,-51.072165902361
0,1,500,0,3,NA,0,0,2649387530,NA,0,0,0,0,3,0,0,0,3,1400000,1,"Avenida Marcílio Dias, 876 - Jesus de Nazare, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-andar-inteiro-jesus-de-nazare-macapa-ap-500m2-id-2649387530/",0.050057589809,-51.050231537548
0,1,250,1,2,NA,0,0,2642044458,200,0,0,0,0,3,0,0,0,2,4e+05,0,"Avenida Esparta, 2929 - Renascer, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-poco-artesiano-renascer-macapa-ap-250m2-id-2642044458/",0.075625261728,-51.047889716288
0,NA,200,1,4,NA,0,0,2608318881,NA,0,0,0,0,3,0,0,0,3,910000,0,"Avenida Raimundo Álvares da Costa, 2754 - Santa Rita, Macapá - AP","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-santa-rita-macapa-ap-200m2-id-2608318881/",0.043670008911,-51.075049969868
0,2,244,1,5,NA,0,0,2556635871,NA,0,0,1,0,4,0,0,0,2,340000,0,"Pedrinhas, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-pedrinhas-macapa-ap-244m2-id-2556635871/",0.0085,-51.06458
NA,NA,150,NA,5,NA,NA,NA,2634938608,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,250000,NA,"Avenida Aurora Ferreira da Costa, 161 - Novo Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-novo-buritizal-macapa-ap-150m2-id-2634938608/",0.021284081518,-51.079179419118
NA,1,200,NA,2,NA,NA,NA,2617637020,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,120000,NA,"Travessa Marilene Silva Miranda, 1 - Marabaixo, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-1-quarto-mobiliado-marabaixo-macapa-ap-200m2-id-2617637020/",0.03408,-51.06649
0,NA,290,1,3,NA,0,0,2556635866,NA,0,0,0,0,3,0,0,0,3,1200000,0,"Rua Um - Pedrinhas, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-pedrinhas-macapa-ap-290m2-id-2556635866/",0.003809419784,-51.067966515866
0,NA,250,1,4,NA,0,0,2559347274,NA,0,0,0,0,3,0,0,0,NA,380000,0,"Rua Santa Inês - Santa Inês, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-area-de-servico-santa-ines-macapa-ap-250m2-id-2559347274/",0.0174,-51.05893
NA,NA,200,NA,4,NA,NA,NA,2564309138,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,380000,NA,"Rua Leopoldo Queirós Teixeira, 2552 - Novo Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-novo-buritizal-macapa-ap-200m2-id-2564309138/",0.021380810077,-51.082807421257
0,2,450,1,6,NA,0,0,2643688561,990,0,0,0,0,4,0,0,0,NA,750000,1,"Avenida dos Goitacazes, 1 - Buritizal, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-buritizal-macapa-ap-450m2-id-2643688561/",0.01595885276,-51.061582847423
NA,NA,120,NA,2,NA,NA,NA,2639156779,209,NA,NA,NA,NA,3,NA,NA,NA,1,290000,NA,"Avenida Rio Amapá, 1 - Fazendinha, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-fazendinha-macapa-ap-120m2-id-2639156779/",-0.042743771453,-51.111613510062
0,NA,150,1,3,NA,0,0,2608642221,NA,1,0,0,0,3,0,0,0,4,350000,0,"Rua Socialismo, 70 - Renascer, Macapá - AP","sobrados","https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-renascer-macapa-ap-150m2-id-2608642221/",0.070755820966,-51.05302900509
0,1,250,1,7,NA,0,0,2589140828,NA,0,0,0,0,6,0,0,0,4,8e+05,0,"Avenida Rio Amazonas, 697 - Fazendinha, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-6-quartos-com-area-de-servico-fazendinha-macapa-ap-250m2-id-2589140828/",-0.043871208066,-51.113403759599
0,1,120,1,3,NA,0,0,2592132219,NA,0,0,0,0,2,0,0,0,NA,3e+05,0,"Rua Raimundo Ramos dos Santos, 1203 - Cidade Nova, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-poco-cidade-nova-macapa-ap-120m2-id-2592132219/",0.052865287546,-51.045249808704
0,NA,360,1,1,NA,0,0,2547558560,NA,0,0,0,0,3,0,0,0,5,270000,0,"Jardim Felicidade, Macapá - AP","casas","https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-interfone-jardim-felicidade-macapa-ap-360m2-id-2547558560/",0.08797,-51.0595
